"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","AJB7ye","AJB7ye 2","ah5Ghc 2","ah5Ghc 3","M4A5Cf","e4rVHe"
"https://www.google.com/maps/place/PIZZA+CORNER+KBK/data=!4m7!3m6!1s0x2e6f1f001fea736f:0x6655f38a74041976!8m2!3d-6.7686413!4d108.4581734!16s%2Fg%2F11x27lgnhz!19sChIJb3PqHwAfby4RdhkEdIrzVWY?authuser=0&hl=id&rclk=1","PIZZA CORNER KBK","","","Toko Roti","·","Perumahan Kota Baru Keandra Cluster Safina, Blok G10","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFzBUJou42JVrJOCew_MkQXxfe4zjVyU20zgYhZZLz06qYurzkuPsU7Cwo_XW_L7QZLHp0rI4ZUzY985zM3hlO7xtNy6SDobeDN4gi9LXfvjkJ9YVl4yk1DP6TAQSq33yJTHM8mR1Q1HNha=w122-h92-k-no","","Bawa pulang","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/ZS+Bakery+-+Roti+Bunga+Pizza+Empuk/data=!4m7!3m6!1s0x2e6f077bc9c20619:0xb9355a4a91e5d32f!8m2!3d-6.8289834!4d108.7213935!16s%2Fg%2F11fmz8tz6v!19sChIJGQbCyXsHby4RL9PlkUpaNbk?authuser=0&hl=id&rclk=1","ZS Bakery - Roti Bunga Pizza Empuk","5,0","(6)","Pizza","·","5PCC+CH2","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHQ0usyqH1RHJtWy4AlUvGFv4cd3jDSV3R2ynwMavYqW8zBhZhlYN4s77tQFRk-Z4LzuzS1l6V_IV2BZBJLEMzQkk8MxJPY1E9DFXgEemOVlXRwQO6bmImPu9sfI2b5r9r0VAdhow=w95-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rotinya enak dan empuk, pelayanan nya ramah dan baik.""","","","","","",""
"https://www.google.com/maps/place/Pizza+Day+Cirebon/data=!4m7!3m6!1s0x2e6ee37b0946b187:0x3bd18eae780f6ebf!8m2!3d-6.6902417!4d108.5387157!16s%2Fg%2F11mdpgrckt!19sChIJh7FGCXvjbi4Rv24PeK6O0Ts?authuser=0&hl=id&rclk=1","Pizza Day Cirebon","4,9","(8)","Toko Makanan","·","Jl. Trusmiland Klayan 5","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiADl1BZGRqGv5ENDqytNCk15q1mHI4r5gJ-S9MavhcrHvdRP670cbydLYGorpPMp9RQi8Tu0sZ5Dt8OTniw5a5pH9lzfuQIKGOUjpMojAx9PzkdI41tYQq0pvhXsCXV9fcC5sTnmsiNEi=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak bgt pizzanya, selembut itu rotinya, mantapp""","·","Rp 1–25.000","","","",""
"https://www.google.com/maps/place/Ayam+Bebek+Weedjaya+Tuparev/data=!4m7!3m6!1s0x2e6ee3e5bb406029:0xe62d086ebb20d0d8!8m2!3d-6.7112572!4d108.5477252!16s%2Fg%2F11kb1ws9n2!19sChIJKWBAu-Xjbi4R2NAgu24ILeY?authuser=0&hl=id&rclk=1","Ayam Bebek Weedjaya Tuparev","4,8","(5)","Indonesia","·","Belakang Dominos Pizza Tuparev, Jl. Tuparev","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqFfyw-4GfAbFPEPp69_k7ND9-4Ygtq2M68TwJ0M2FWuHjo1Rzh-wEIYqH2tuDyIyftBL2PiR4SQJAWNvvUKc5pZ_6fIHyvbh6DobaoAP_5SNjPxvRchV6YsTObf9PrXVp5PZx3Q=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak, mantap rasanya, parkir luas.""","·","Rp 1–25.000","","","",""
"https://www.google.com/maps/place/Pizza+Panjang+Cirebon/data=!4m7!3m6!1s0x2e6ee1d603774d83:0x4a4b589425ba4254!8m2!3d-6.7063547!4d108.5087671!16s%2Fg%2F11wy24v72s!19sChIJg013A9bhbi4RVEK6JZRYS0o?authuser=0&hl=id&rclk=1","Pizza Panjang Cirebon","","","Stan Pizza","·","Jl. Raya Kedawung blok Sukun Sari","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYLfhMneaxDygTcMjNiAf3xMFJzfkXOKY0Pt0O_oW2_CugPaYpY6ZJN50CSTA7iZh5G1Gzgd7gPX32lClzlWAc4rW3EFRv37e3eiyPLGdsKWZeKDaKlUhiaGidXaaJPuFAHdDv_jT6Kaxb=w80-h106-k-no","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/INFINI+CREATIVE/data=!4m7!3m6!1s0x2e6ee302cff26ae1:0x12d242c112c9c409!8m2!3d-6.7105952!4d108.5475978!16s%2Fg%2F11g1p27cgb!19sChIJ4WryzwLjbi4RCcTJEsFC0hI?authuser=0&hl=id&rclk=1","INFINI CREATIVE","4,7","(29)","Agensi penjenamaan","·","·","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHcMmjbQ7_Cv6P1vQdM_THhsBSVJkuLwfBaD-Ryb2GpOHRVhC-o6-fhXhyqzHC5JNObP-hgbxpzz71L3oEoPh_ES1or9MK4bh_fxSwCaR7woZvCRuYb1lFwyvA0N9Pu8zrnbEugFg=w200-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kreatif, profesional, layanan terbaik...""","","","","","",""
"https://www.google.com/maps/place/PIZZA+MAPTA/data=!4m7!3m6!1s0x2e6edfe9a230db33:0xceefb42d23eb043d!8m2!3d-6.6949588!4d108.3698198!16s%2Fg%2F11g4b6jdd_!19sChIJM9swounfbi4RPQTrIy20784?authuser=0&hl=id&rclk=1","PIZZA MAPTA","","","Pizza","·","8949+2W8 Ali, Jl. Merdeka","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzeaQJG1HvdftSlNMcujPGFID3XuQrTitrv-Hcrq3-7FhioDM4z-2d1xPoka_L4F5qwxNfeNXBbLRsPI44SF_BRD4Z5bfdWNx6hws4lXdiKHDSV_OGhFXYWVWuj820HRDsQagK=w80-h142-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Pizza+Faris+Atarahman/data=!4m4!3m3!1s0x2e6f1b4ae732381f:0xf4088dafdac174ce!16s%2Fg%2F11g1kst1y6!19sChIJHzgy50obby4RznTB2q-NCPQ?authuser=0&hl=id&rclk=1","Pizza Faris Atarahman","","","Broker Makanan","","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Red+pizza+waled/data=!4m7!3m6!1s0x2e6f0979530c695f:0x7ca355f69665eb2f!8m2!3d-6.9136963!4d108.7191668!16s%2Fg%2F11y2082g98!19sChIJX2kMU3kJby4RL-tllvZVo3w?authuser=0&hl=id&rclk=1","Red pizza waled","3,7","(27)","Kedai Kopi","·","depan RSUD WALED, Jl. Prabu Kiansantang","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFICW5DkLg13uE1pUV4OWtFfd3TRO8xamMoZfuK6qNW-JdPtaNvBeuUDSXSH7qBElXkh9ZL1vVevRUyaV-iydfd3XzGjqyhdzXjIztWhLuDdXxpOHONFe5Xb8vTWKNcnaiRXNiB=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","·","Rp 25–50 rb","pizza","enak, Tersedia menu lainnya Ayam dan Daging Sapi ricebowl dll.""","",""
"https://www.google.com/maps/place/Pizza+Bunda+Online/data=!4m7!3m6!1s0x2e6ee278f65aaa03:0x53e324a3046f0c0e!8m2!3d-6.7258354!4d108.5613221!16s%2Fg%2F11c53hmm9k!19sChIJA6pa9njibi4RDgxvBKMk41M?authuser=0&hl=id&rclk=1","Pizza Bunda Online","4,5","(11)","Pizza","","","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbHyoZy6w0ImEbEYjSHNQuChAn9Ra5SJiBtndwh8wa3LrT6qJocV0KA5iT0ra0Fto4r2szxcUKQ75kc7zvVPvUEc2CqNw-QERlcb2kqpDsyhhyMcRzHS2-DfuDbg0KWsjS99B_=w92-h92-k-no","","","","","","","",""
"https://www.google.com/maps/place/PIZZA+HOTS/data=!4m7!3m6!1s0x2e6f05007bad47f1:0x4d46e9a1b63f1dfb!8m2!3d-6.8474904!4d108.6410515!16s%2Fg%2F11vymdxqg8!19sChIJ8UetewAFby4R-x0_tqHpRk0?authuser=0&hl=id&rclk=1","PIZZA HOTS","","","Pizza","·","5J3R+2C3, Jl. Raya Karangsuwung","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CynKg7CKiEXAdVWTP-XMfQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=83.31802&pitch=0&thumbfov=100","","Makan di tempat","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Papa+Pizza+%26+Fruit+Salad/data=!4m7!3m6!1s0x2e6ee31f409b4bd7:0x8f34e19e3fc58400!8m2!3d-6.7248588!4d108.5346909!16s%2Fg%2F11kh4_87tk!19sChIJ10ubQB_jbi4RAITFP57hNI8?authuser=0&hl=id&rclk=1","Papa Pizza & Fruit Salad","","","Pujasera","·","Jl. Pandawa No.8","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE4HP2L3dArjkNzBC_OUc68YPa4_Y9VBMgHyZJ90xKvub2bOzTvPfXyc-r85_UAqvn_IXhkY7yVZLNl7lD9zRVO6pAhAUzsPY8XpmhvrrPF5zeR6X4ARD9TCbaq25fYO5-4mfBn=w122-h92-k-no","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Teraz+Pizza+Leuwimunding/data=!4m7!3m6!1s0x2e6f21001e713d69:0x47688424567229f5!8m2!3d-6.7368407!4d108.3352451!16s%2Fg%2F11yjrgfpgm!19sChIJaT1xHgAhby4R9SlyViSEaEc?authuser=0&hl=id&rclk=1","Teraz Pizza Leuwimunding","","","Dapur Umum","·","787P+739, Jl dadali cikubang","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5CXbm-1GgboeCQlix4rK_A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=336.50784&pitch=0&thumbfov=100","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/SOSIS+SPAGHETTI+MAMA+MARCHELL/data=!4m7!3m6!1s0x2e6ee126e38f633f:0xe17b6662fadb07e4!8m2!3d-6.6628278!4d108.4483763!16s%2Fg%2F11vk0d922k!19sChIJP2OP4ybhbi4R5Afb-mJme-E?authuser=0&hl=id&rclk=1","SOSIS SPAGHETTI MAMA MARCHELL","","","Makanan Kecil","·","blok jlengut, RT./RW/RW.010/002","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdHrJpoX57RGVp_A98BN7qMJdQe3P7zCozR413rcYIw7WYLo4RA0h8xXgWMdjbvc4skr7rpXQoXbNHlbuQsfTIGHIE-iCiD-850Eq2IZaAaVbkx0VRJEr3fTCDFfaWlH1G9SAGrg=w138-h92-k-no","","Ambil di tepi jalan","","","Antar tanpa bertemu","","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Pizza+Bahagia/data=!4m7!3m6!1s0x2e6ee79fe86f9e0b:0x4dd60140d70f47ef!8m2!3d-6.5941828!4d108.4279883!16s%2Fg%2F11myfpy4kk!19sChIJC55v6J_nbi4R70cP10AB1k0?authuser=0&hl=id&rclk=1","Pizza Bahagia","","","Makanan Kecil","·","Jalan Raya, Jl. Raya Gegesik Dusun 3 No.277, RT.3/RW.8","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHWuVnn-lwFtQiyLJ4wJgnyS4GwUyn8OFT0PwOOfYpPxAWtuYRDrSLWJyAxnCSgvzbhP5YqHbCGJzJVoNwvSSunzP8MHJNi_epGa0jHFBp-uvYZBCBLo6MnAT9tBdioyVh-Z2aMb5VNxVc=w92-h92-k-no","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Pizza+Lunga+Ciledug/data=!4m7!3m6!1s0x2e6f0982312bd7e7:0xc3e1df437930d615!8m2!3d-6.906565!4d108.7416527!16s%2Fg%2F11ltv80gxr!19sChIJ59crMYIJby4RFdYweUPf4cM?authuser=0&hl=id&rclk=1","Pizza Lunga Ciledug","4,0","(4)","Toko Makanan","·","Jl. Merdeka Barat No.98","Segera tutup","· 21.00 · Buka Sel pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGgV4OjvbTP-ULDFBCOJ2ebCz41bVMJn_DP63eXmtiXJONi47kX3b6ro4N34tkOKoCxQcLZ4yUFv3zeQ1B67xb8Xc95acOQ4_ZmcagC7VUruaHNTRSiBEKGqEBxFyPJiGnZ87XFEg=w80-h177-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masih buka ga ya?""","","","","","",""
"https://www.google.com/maps/place/D%27Mlenozzz+Pizza/data=!4m7!3m6!1s0x2e6ee7009b2ae4a3:0x1185d7f24294f004!8m2!3d-6.5816779!4d108.5080622!16s%2Fg%2F11qr2j2hgf!19sChIJo-QqmwDnbi4RBPCUQvLXhRE?authuser=0&hl=id&rclk=1","D'Mlenozzz Pizza","2,8","(4)","Pizza","·","CG95+86W, Jl. Nasional 7","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRwMJG87DAsGjeW7RP5EYQWGiKOW8pdjqYBn2g-FJ5-4ThdQG-dTdZod3WwXEu4MJ1v_eXPRumIQ7y99xaMmXXCmXJoAkVBWPfFZWThtDRRc8V2Upmjjz8WGBXySlzO555VKlq4Q=w80-h106-k-no","","Bawa pulang","","","Pesan antar","","·",""
"https://www.google.com/maps/place/Nino+Pizza/data=!4m7!3m6!1s0x2e6f25f7c5ea1c65:0x828b2885e83c1121!8m2!3d-6.8338622!4d108.2387838!16s%2Fg%2F11gcx_4_ph!19sChIJZRzqxfclby4RIRE86IUoi4I?authuser=0&hl=id&rclk=1","Nino Pizza","4,8","(43)","Pizza","·","Unnamed Road, 45411","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFgac1szEb1PSonG9FXuwYxlYX0GujG0qF8S3oGRGrppwHKH37mRKKhZGAbz1xsuNqHk9IqioDJXA6FrZGWMLvZvpEjWAgv9csMdt7I1VkzzM4Tw4rZ9PPJpwLlZriigzUcRGGV=w80-h142-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/Pizza+Lamis/data=!4m7!3m6!1s0x2e6f0f000eb2e461:0x8a32720de5c071b2!8m2!3d-6.9277008!4d108.7035973!16s%2Fg%2F11y3hrk_2j!19sChIJYeSyDgAPby4RsnHA5Q1yMoo?authuser=0&hl=id&rclk=1","Pizza Lamis","5,0","(1)","Toko Roti","·","3PC3+WC9, Jl. Desa","Tutup","· Buka Sel pukul 08.30","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PzupKM4Zk1uOkAqYWytMcg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=324.11536&pitch=0&thumbfov=100","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Penjual ramah, rasanya nikmat...""","","","","","",""
"https://www.google.com/maps/place/Pizza+Rakyat/data=!4m7!3m6!1s0x2e6f08c519bba3e3:0x5569393dac1e0a10!8m2!3d-6.9136743!4d108.7268113!16s%2Fg%2F1pzpsk08s!19sChIJ46O7GcUIby4REAoerD05aVU?authuser=0&hl=id&rclk=1","Pizza Rakyat","","","Pemasok Produk Makanan","·","JL. Pangeran Walangsungsang, No. 137, Jatiseeng, Ciledug","Buka","· Tutup pukul 22.00","","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e6f2fc8e4bf3daf:0x64fb7add65352f75!8m2!3d-6.8345636!4d108.2249456!16s%2Fg%2F11nfsx3f41!19sChIJrz2_5Mgvby4RdS81Zd16-2Q?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,9","(3.485)","Pizza","·","Jl. Raya K H Abdul Halim No.226","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUPDKO-BeOdNq9HA1rFTjGK4HC4VMq1rBLiUzU-cAS1Mjnv38KZZHqYhZCLyChbf0t9tgwjbiRQ9Y03Pb7k77VX3Jg_67ZqhuvTAvgrGiTClq-MgTVslevI2lPope1uTt6wnf_Bg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·","$$","Pizza","HUT mantap pizzanya enak tiada tandingannya""","",""
"https://www.google.com/maps/place/Bengkel+Perut+Pizza/data=!4m7!3m6!1s0x2e6ed9c777adb049:0x1ba5e31fc054a555!8m2!3d-6.7278283!4d108.2690946!16s%2Fg%2F11h4h2z0wz!19sChIJSbCtd8fZbi4RVaVUwB_jpRs?authuser=0&hl=id&rclk=1","Bengkel Perut Pizza","5,0","(4)","Pizza","","","Tutup","· Buka Sel pukul 13.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9EO88zOphg8P8K2JTrvi2A6XBcaBOq7lnOL17xRoFWL9hg6xv8rH9-AM6QJluOH_9NF9u-3BGsXs3ec8Ij_mUrf7dxs02V4ptNKSotyO6NRwu-i0BvyRzYOvZkobeOJiIshNH=w80-h106-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·",""
"https://www.google.com/maps/place/store+Via+pizza/data=!4m7!3m6!1s0x2e6f175838c55b77:0x21f695bf8bfb783!8m2!3d-6.9025624!4d108.5202248!16s%2Fg%2F11jpkhk48t!19sChIJd1vFOFgXby4Rg7e_-FtpHwI?authuser=0&hl=id&rclk=1","store Via pizza","5,0","(3)","Paket Makanan Pokok","·","3GWC+X3H, Jl. Haji Yusuf","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEETiGyY1cWhERREwZHpOWEB9Y4n2SzsvgsraR9miqKU5pP4YNp81NMvg0hGdP4kkDWtMUjt6LiGh17YWVcCF_P9_U0dTCyoAz_npvzprTpKHNA9TyPKpzisTyIU_iLq7-1fhUIVQ=w204-h92-k-no","","","","","","","",""
"https://www.google.com/maps/place/Pizza+homade+gunung+bongkok/data=!4m7!3m6!1s0x2e6f2552991aa4f5:0x6d71612d9a352b6!8m2!3d-6.8723414!4d108.3237655!16s%2Fg%2F11h4pqx0l8!19sChIJ9aQamVIlby4RtlKj2RIW1wY?authuser=0&hl=id&rclk=1","Pizza homade gunung bongkok","","","Pasar","·","48HF+3G6 Blok, Blok mekarmulya Desa Mekarwangi, RT.1/RW.4","Tutup","· Buka Sel pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaF-kNdbwtL_jPzWiy-OBl43Muotb1bwJDZppRMjCY3SKjIhd-zIY5DgsOC__0WM7PP9u7MLqcOaQGe__Uq2IIei0Q3NiaUE4mou-ULYUahm8qj6Cwe_QQQvHRE87oxQ0HUZLLuw=w163-h92-k-no","","Pesan antar","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Martabak+pizza+ang+UEK/data=!4m7!3m6!1s0x2e6f211bdbd17c63:0x911e87af025088fc!8m2!3d-6.7631583!4d108.3652973!16s%2Fg%2F11h9bmv9b0!19sChIJY3zR2xshby4R_IhQAq-HHpE?authuser=0&hl=id&rclk=1","Martabak pizza ang UEK","","","Kafe","·","69P8+P4M","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiSHUfglrefAQOY9ITyR-ypkpzD-aQMFXh-I7DoXXanGyc-Fo-mqi25_KZEvG74_xZ9WeOyTZAa4vaHzbFUgOPNoWdq-NcDm5asQEbi1rfglAACNb83m11xS79eobvQg7Tid4D=w80-h106-k-no","","Makan di tempat","","","Bawa pulang","","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Masiso+Pizza/data=!4m7!3m6!1s0x2e6f07f086de109f:0xcc1e7fe6b780abac!8m2!3d-6.8709176!4d108.7988867!16s%2Fg%2F11hbpz03k9!19sChIJnxDehvAHby4RrKuAt-Z_Hsw?authuser=0&hl=id&rclk=1","Masiso Pizza","5,0","(2)","Pizza","·","4QHX+JHJ","Tutup","· Buka Sel pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxs6kpKlHVFu-wCqv5rZLhR8WgssmMI4Nn42Gcf6k_5AUkT4TKbU7xruryQur35vrRcRkgEKFY4svL4WS8FbbGhYArw2cqgjYiFOu3UtGP8DuMPo9E-7jlcj3GowxaYiZ8jRKhHw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hy aku puputpujiana""","","","","","",""
"https://www.google.com/maps/place/Pizza+Hut+Restoran+-+Kuningan/data=!4m7!3m6!1s0x2e6f17071b3a3d2b:0x96f45177f02b3523!8m2!3d-6.9695132!4d108.4878431!16s%2Fg%2F11qnzkqycg!19sChIJKz06GwcXby4RIzUr8HdR9JY?authuser=0&hl=id&rclk=1","Pizza Hut Restoran - Kuningan","4,9","(3.391)","Pizza","·","Jl. Siliwangi No.11","Segera tutup","· 21.00 · Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-uZh6-jozHY71WFjJgvQDxbMtrtTfXNpKV-XaPYVZzxC6V-Kn9BAb7trjD2w_w-xeowb3uqChZ0_mQv4e4dMqBgB1_fLf1chX_HVvBSB9GIL8qQOZY6AHdBYvlJecJF4KSoAqww=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·","$$","Pizza","enak bangat dah""","",""
"https://www.google.com/maps/place/Pizza+Desa+Majalengka/data=!4m7!3m6!1s0x2e6f27a7835010e1:0x784a2758637a5135!8m2!3d-6.788954!4d108.270324!16s%2Fg%2F11qp233c9f!19sChIJ4RBQg6cnby4RNVF6Y1gnSng?authuser=0&hl=id&rclk=1","Pizza Desa Majalengka","","","Pizza","·","676C+C48","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBeNRunnj2K6i66QoRhfF1GjmyrpynNs3tJZP_FiFX-MSGcJGfY5KlAvFbd_VHZfSzEMC6s7s9Dx8MamPzlBCvi8gCl4Ktadfg18385kJVvFm7tT-RhCij1e0YHqaEPONHxqY16g=w138-h92-k-no","","Bawa pulang","","","Pesan antar","","·","Tidak ada ulasan"
"https://www.google.com/maps/place/Pizza+Tungku/data=!4m7!3m6!1s0x2e6f170018f143e9:0x9425c6899b64f51!8m2!3d-6.970091!4d108.5044789!16s%2Fg%2F11lywzl7wf!19sChIJ6UPxGAAXby4RUU-2mWhcQgk?authuser=0&hl=id&rclk=1","Pizza Tungku","4,4","(18)","Stan Pizza","·","Jl. Ciporang No.42","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESFRsAdM2PwOAcunBkBEnIgcjD48TEL6-ukJUSwp08hCwe34XaAw6aNC5S9I8ThlTjKbVrzcbpjbW4kJ0QsSBrW3XUd6DU9MaHJ1yc53ul5fzPE0PoPPNhs_EyaZ6jMA_Lo8oh4vh2qgKm=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","·","Rp 25–50 rb","Pizza","lokal yg enak, boleh diadu sama","",""
"https://www.google.com/maps/place/Pizza+apa+ya+Majalengka+-+jawa+barat/data=!4m7!3m6!1s0x2e6ed90087ddbb61:0xa33191bba34cb83e!8m2!3d-6.7274253!4d108.2541933!16s%2Fg%2F11qnjs90qp!19sChIJYbvdhwDZbi4RPrhMo7uRMaM?authuser=0&hl=id&rclk=1","Pizza apa ya Majalengka - jawa barat","5,0","(1)","Pizza","·","Samping alfamart, Jl. Komp. Lanud S Sukani","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEy_qxZuXsH3hOmq7zpOXzd0CVoPcWgJGduGWgM53_61RS47K5XRLXDAVNcB_eZ317WnZiE5x-TUF0isyF7adBHRkpHTOqG5xliQ4D-Jq0NZ_ZIjckU7N_8LdFhB2hv8zQb6F_AfA=w92-h92-k-no","","Drive-through","","","Pesan antar","","·",""
"https://www.google.com/maps/place/RHOMA+PIZZA/data=!4m7!3m6!1s0x2e6ec3c1f2b43935:0xe99bd2cf75ae1e38!8m2!3d-6.5144887!4d108.3545929!16s%2Fg%2F11qbs6whkc!19sChIJNTm08sHDbi4ROB6udc_Sm-k?authuser=0&hl=id&rclk=1","RHOMA PIZZA","5,0","(15)","Toko Roti","·","F9M3+WRG Bengkel Las RHOMA TEKNIK, Dekat","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3TdJvJ3mRwvJaG8ly1eah47U9Atk7uE79o_Z4Y4fbRrxBy0oS541vlDlGRXfHHMwmm5ieQ3vCBQNlXNqOExpo6DM79oPzjQEKbXweDE4DHwM9v5q7G3LsD5kT8kPZ878DMDGV=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","Pizza","ny mantull,.. bengkel las yg sangat ramah dan sempurna""","",""
"https://www.google.com/maps/place/Egyeztha+Pizza/data=!4m7!3m6!1s0x2e6f07429360c447:0xdbce3c4412311de1!8m2!3d-6.849543!4d108.806113!16s%2Fg%2F11fl9lt16l!19sChIJR8Rgk0IHby4R4R0xEkQ8zts?authuser=0&hl=id&rclk=1","Egyeztha Pizza","","","Kafe","·","5R24+5CQ, gang mawar belakang gudang desa","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzX5mO_ZVsI2wXI6oTw1zcpuMtqf07vQYjC396BSgbtX6K9aYScbvzFECF8yK5wQCL2xRavaj7HUnR7jmBO4ckrpkgW2pt4QNFNIoXNzJq0rR-6sjg1m0mK30gNN0gz5HcIxSO=w122-h92-k-no","","Makan di tempat","","","Bawa pulang","Pesan antar","·","Tidak ada ulasan"
"","","","","","","","","","","","","","","","","",""
