"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","W4Efsd 5","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e6ee32229e2a941:0xa45c38f7428c1685!8m2!3d-6.7262898!4d108.5596713!16s%2Fg%2F11tsgc7x33!19sChIJQaniKSLjbi4RhRaMQvc4XKQ?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","2,0","(1)","Indonesia","·","","Jl. Pangeran Drajat No.59","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bFSBnfHTabUvha09NR0B2g&cb_client=search.gws-prod.gps&w=80&h=92&yaw=125.79414&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka sekarang","","",""
"https://www.google.com/maps/place/Warteg+KESEPUHAN+%28d%2Fa+warteg+67%29+Bpk.Nasir/data=!4m7!3m6!1s0x2e6ee3ab9284f52b:0x17682a54c31082eb!8m2!3d-6.7245264!4d108.5699836!16s%2Fg%2F11hdsy8nz2!19sChIJK_WEkqvjbi4R64IQw1QqaBc?authuser=0&hl=id&rclk=1","Warteg KESEPUHAN (d/a warteg 67) Bpk.Nasir","4,6","(11)","Jawa Tengah","·","","·","Jl. Kasepuhan No.67","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=klBSAu7L88wJ_iYwD_98OQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=224.32565&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 00.00","",""
"https://www.google.com/maps/place/Warteg+Mewah+Sambel+Ijo+Siti+Noorbaya/data=!4m7!3m6!1s0x2e6ee310506baae3:0x72102ed520bf7869!8m2!3d-6.7144083!4d108.5600303!16s%2Fg%2F11tsnx9blg!19sChIJ46prUBDjbi4RaXi_INUuEHI?authuser=0&hl=id&rclk=1","Warteg Mewah Sambel Ijo Siti Noorbaya","","","Restoran","·","","Jl. Sukalila Utara No.20 blok c","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIPF7o9NaBgdBVo2iv4XAK1WWXtCeP2oVbVio6_9qRMsw2B5pHRgApTHWt9fDDkzWk-OMWNM7vsCbiRD8eA2Uif1kmZpQ-o8vqXRuFmm3S1lQdgjw1it8OQxRMxN-dNDpxkKfz=w175-h92-k-no","Makan di tempat","·","Drive-through","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Sendang/data=!4m7!3m6!1s0x2e6f1ffabdfb7621:0xa29e25e485ec64c4!8m2!3d-6.7586795!4d108.4979757!16s%2Fg%2F11ssrlnl0r!19sChIJIXb7vfofby4RxGTsheQlnqI?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Sendang","3,4","(5)","Tegal","·","","Jl. Pangeran Cakrabuana","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUaIe_AZ8whFh1AWwzEze3ADUhoAADSZKhzMd4aciKXbLfUF2VgL1dA5aOGb_uERzr49cewcjmwnn0lay_OPsch2xoHEWMkEbOU04E2y4JPBAmqM1r70KfhyGqO_BFDpTX42LWmQ=w117-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+KHARISMA/data=!4m7!3m6!1s0x2e6ee3efee4af8c1:0xa1ed61975821cd!8m2!3d-6.7088077!4d108.5247564!16s%2Fg%2F11vbl_xt7v!19sChIJwfhK7u_jbi4RzSFYl2HtoQA?authuser=0&hl=id&rclk=1","Warteg KHARISMA","","","Rumah Makan","·","","Jl. Raya Kedawung No.9","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeIjre7-Tl9oL4KrfPAKeGvJ_iqBN15TjzItVqtA0zy5YfY99elEN-gJnc0LqFxlvNhr_8QwNJ5Vl-h9wAnrVMyEowpOicfQ6FdxgAb36GQfkU4cseEwkTKdT0jY8WwfsT27L1=w86-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Primer/data=!4m7!3m6!1s0x2e6ee3e92c8a278d:0xd1397a397dd50248!8m2!3d-6.7123729!4d108.5507202!16s%2Fg%2F11kb2y6y8n!19sChIJjSeKLOnjbi4RSALVfTl6OdE?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Primer","1,5","(2)","Indonesia","·","","45131","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Za2yiCzlRPgz_7ntFlY0kA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=262.99118&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg+Pak+Gowang/data=!4m7!3m6!1s0x2e6ee32f1bee5381:0x60d8946c1193ff0d!8m2!3d-6.7102859!4d108.5314016!16s%2Fg%2F11ghs80r0_!19sChIJgVPuGy_jbi4RDf-TEWyU2GA?authuser=0&hl=id&rclk=1","Warteg Pak Gowang","4,6","(8)","Tegal","·","","·","7GQJ+VHJ, Jl. Brigjend Dharsono","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3jLO1TZMFU6TdkkOp2pQlg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=315.63937&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Fanny+Joyo/data=!4m7!3m6!1s0x2e6f1d815c5b6231:0x54d8dbb5deae414c!8m2!3d-6.7318706!4d108.5653538!16s%2Fg%2F11bzrrrdpy!19sChIJMWJbXIEdby4RTEGu3rXb2FQ?authuser=0&hl=id&rclk=1","Warteg Fanny Joyo","4,7","(11)","Tegal","·","","·","7H98+745, Jl. Pangeran Drajat","https://lh5.googleusercontent.com/SgWafYHIvZfQhTb2IHvdJgdd14eUZSuMJ9AgywMpPWTqkc8yQv7xrIE4UCxnCCJT=w122-h92-k-no","Makan di tempat","·","Bawa pulang","Segera tutup","· 21.00 · Buka Sel pukul 07.00","",""
"https://www.google.com/maps/place/Warteg+Sari+Rasa+Mba+Nunung/data=!4m7!3m6!1s0x2e6f1d05cdd85929:0x54d1f42ee0ba6b93!8m2!3d-6.7377301!4d108.5642293!16s%2Fg%2F11g18yd5tz!19sChIJKVnYzQUdby4Rk2u64C700VQ?authuser=0&hl=id&rclk=1","Warteg Sari Rasa Mba Nunung","4,0","(1)","Sarapan","·","","·","Jl. Elang Raya No.2","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JX_aKjF5iqcdjLTp3_nBBQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=359.5061&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","Buka","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+-+Sumber/data=!4m7!3m6!1s0x2e6f1fe8cbd87a1b:0xba6130adc13e9ab1!8m2!3d-6.7592613!4d108.4877164!16s%2Fg%2F11s5tw80ft!19sChIJG3rYy-gfby4RsZo-wa0wYbo?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari - Sumber","3,8","(23)","Indonesia","·","","Jl. R.Dewi Sartika No.5-13","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEYZd0r3pZo7CIAbQQzX16wqngTP5xdr2REJQO5MGYamlutbRRCtxmnpkdqPOFsrtt3Pb3CsziajxqDWKkvP__pPBNnvNGOWJbrSBUDM_Kksar9w2MmsP3mWdhqLjbgFgpfdGD_aw=w204-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+Klayan/data=!4m7!3m6!1s0x2e6ee3382c7747b7:0xa1941a4dcc676aa5!8m2!3d-6.6887792!4d108.549615!16s%2Fg%2F11kjgg3dmv!19sChIJt0d3LDjjbi4RpWpnzE0alKE?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari Klayan","4,6","(18)","Tegal","·","","·","Jl. Raya Tangkil","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHclxna-grsVARawSRF4huFL8RuKQHfRr5q9HFeOPPLGxg4kgdCbdDLkC69EPlEICe8Gp0aAwlx87tHaekbfPLG6H960bT5NbdJCSppiueKKYBGw6NAtsDrRf10AhgjsEPCSY__=w204-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari+-+Tukmudal/data=!4m7!3m6!1s0x2e6f1fceb7643c33:0xa0d7dec7e02f5bb4!8m2!3d-6.7590039!4d108.4750168!16s%2Fg%2F11t9v7rb1w!19sChIJMzxkt84fby4RtFsv4Mfe16A?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari - Tukmudal","4,4","(45)","Tegal","·","","·","Depan Polresta, Jl. Sunan Drajat","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIF3fT1qoUVyOAbAlaflqUZCUW86prAJG1eBeicqXJfnFbcUicQe57xZtwj2eYdLKRV1q_Xr9b5oVLQS4c_4xsm27SjwxJa6J35I0D-gPBhWKuDCCIxesmxFUBjqgShV-Tdx7HAA=w197-h92-k-no","Makan di tempat","·","Bawa pulang","Buka 24 jam","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Warteg+Kharisma+Bahari/data=!4m7!3m6!1s0x2e6ee30ab3fac615:0x829005c931cb1dd0!8m2!3d-6.7161584!4d108.5596357!16s%2Fg%2F11sj75tf15!19sChIJFcb6swrjbi4R0B3LMckFkII?authuser=0&hl=id&rclk=1","Warteg Kharisma Bahari","3,7","(3)","Indonesia","·","","Jl. Pangeran Suryanegara Jl. Pagongan No.106","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DP6cPSw9TE4nNi_dV-G7Iw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=304.5508&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
"https://www.google.com/maps/place/Warteg+Kedungjaya+%28Sumber+Wareg%29/data=!4m7!3m6!1s0x2e6ee3bb4f3ef203:0x77e129ed5e608000!8m2!3d-6.7121582!4d108.5275676!16s%2Fg%2F11q2p6vt81!19sChIJA_I-T7vjbi4RAIBgXu0p4Xc?authuser=0&hl=id&rclk=1","Warteg Kedungjaya (Sumber Wareg)","4,3","(3)","Tegal","·","","·","Jl. Sultan Ageng Tirtayasa No.71-79","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ebDNWaO6LeFIKUcxXI--rA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=325.7268&pitch=0&thumbfov=100","Makan di tempat","·","Bawa pulang","","","",""
