"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","W4Efsd 7","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Mutiara+Indah+Mart+II/data=!4m7!3m6!1s0x2e3b747b009a587f:0x33ab043be6f9a900!8m2!3d-2.9262626!4d104.7137792!16s%2Fg%2F1hm5l735c!19sChIJf1iaAHt0Oy4RAKn55jsEqzM?authuser=0&hl=id&rclk=1","Mutiara Indah Mart II","4,4","(675)","Minimarket","·","","·","3PF7+FGR, Jl. Kolonel H. Barlian","Buka","· Tutup pukul 22.00","·","(0711) 5612590","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat belanja langganan, murah2 dan berkualitas👍🏻""","","",""
"https://www.google.com/maps/place/Indomaret+%7C+Srijaya+-+Kota+Palembang/data=!4m7!3m6!1s0x2e3b743850197bf5:0xd527a5be763e324e!8m2!3d-2.9455398!4d104.7308123!16s%2Fg%2F11b77npwj4!19sChIJ9XsZUDh0Oy4RTjI-dr6lJ9U?authuser=0&hl=id&rclk=1","Indomaret | Srijaya - Kota Palembang","4,4","(375)","Minimarket","·","","·","Buka","· Tutup pukul 00.00","Jl. Kolonel H. Barlian No.60","·","0878-1166-4140","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Indomaret nya 24 jam, ada ATM bisa setor tunai, good deh👍👍""","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Rie+-+Mart/data=!4m7!3m6!1s0x2e3b75c27c7ab345:0x6230a498662389c4!8m2!3d-2.9761055!4d104.7370263!16s%2Fg%2F1hm3fy41x!19sChIJRbN6fMJ1Oy4RxIkjZpikMGI?authuser=0&hl=id&rclk=1","Rie - Mart","4,3","(24)","Minimarket","·","","·","Jl. Sumpah Pemuda No.7","Buka","· Tutup pukul 22.00","·","(0711) 312774","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah dan lengkap""","","",""
"https://www.google.com/maps/place/Khalisa+Mart+Mini+Market/data=!4m7!3m6!1s0x2e3b9d003d9d3509:0xa984fbac8e1535c9!8m2!3d-3.0018844!4d104.7673879!16s%2Fg%2F11mkv_r_fx!19sChIJCTWdPQCdOy4RyTUVjqz7hKk?authuser=0&hl=id&rclk=1","Khalisa Mart Mini Market","5,0","(1)","Minimarket","·","","XQX8+6XR, Jl. Bungaran 1","·","Buka","· Tutup pukul 22.30","","0821-7568-5492","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan ramah,dan cepat""","","",""
"https://www.google.com/maps/place/Alfamart+Raya+Angkatan+45/data=!4m7!3m6!1s0x2e3b75523708d0d7:0x8ac329641a1e5999!8m2!3d-2.9748846!4d104.7413491!16s%2Fg%2F11c0w1yyty!19sChIJ19AIN1J1Oy4RmVkeGmQpw4o?authuser=0&hl=id&rclk=1","Alfamart Raya Angkatan 45","4,6","(25)","Minimarket","·","","Jl. Angkatan 45 Kel No.30 Blok P, RT.31/RW.09","·","Buka","· Tutup pukul 22.00","","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bersih dan rapi nyaman banget belanja disini""","","",""
"https://www.google.com/maps/place/MM.+PERMAI/data=!4m7!3m6!1s0x2e3b769624d75a31:0x4bd19af2fa87cc2!8m2!3d-2.9379347!4d104.7677677!16s%2Fg%2F1hm4tc6gz!19sChIJMVrXJJZ2Oy4RwnyoL68ZvQQ?authuser=0&hl=id&rclk=1","MM. PERMAI","4,5","(265)","Minimarket","·","","·","3Q69+R4C, Jl. MP. Mangkunegara","Tutup","· Buka Sel pukul 09.30","·","0813-6707-9803","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mayor zen harapan jaya 2""","","",""
"https://www.google.com/maps/place/Duta+Mart/data=!4m7!3m6!1s0x2e3b73a39f007ddf:0x38eae7e5293a175c!8m2!3d-2.8956139!4d104.7134081!16s%2Fg%2F11c6170p_5!19sChIJ330An6NzOy4RXBc6KeXn6jg?authuser=0&hl=id&rclk=1","Duta Mart","4,4","(450)","Toko Swalayan","·","","·","4P37+Q93, Jl. AMD","Segera tutup","· 21.00 · Buka Sel pukul 08.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/TOKO+RAK+MINIMARKET+MUSI+PALEMBANG/data=!4m7!3m6!1s0x2e3b73892d13b7db:0xb7e19fab34f44e5b!8m2!3d-2.9139592!4d104.7206326!16s%2Fg%2F11ddwy_0gl!19sChIJ27cTLYlzOy4RW070NKuf4bc?authuser=0&hl=id&rclk=1","TOKO RAK MINIMARKET MUSI PALEMBANG","4,7","(20)","Kantor Perusahaan","","","·","Tutup","· Buka Sel pukul 08.00","","","0821-7661-6068","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat rekomendasi, harga murah tapi gak murahan,kwalitas bagus""","http://rakminimarketpalembang.com/","","Rute"
"https://www.google.com/maps/place/Fresh+Sekip/data=!4m7!3m6!1s0x2e3b771d3ea3e3fb:0x54b24aaf39e557b5!8m2!3d-2.9598223!4d104.7567469!16s%2Fg%2F11n8rg15st!19sChIJ--OjPh13Oy4RtVflOa9KslQ?authuser=0&hl=id&rclk=1","Fresh Sekip","4,4","(448)","Minimarket","·","","·","Lorong Pendopo","Segera tutup","· 21.00 · Buka Sel pukul 08.00","·","0852-8368-5588","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah dan lengkap banget , msh byk lg promo lain nya""","","",""
"https://www.google.com/maps/place/Rie+Mart/data=!4m7!3m6!1s0x2e3b75940ac09089:0x2e94e3fadfcfdba0!8m2!3d-2.981688!4d104.7244747!16s%2Fg%2F1hm4rphr8!19sChIJiZDACpR1Oy4RoNvP3_rjlC4?authuser=0&hl=id&rclk=1","Rie Mart","4,4","(54)","Minimarket","·","","2P9F+8PW, Jl. Demang Lebar Daun No.168 B No.168 A","·","Buka","· Tutup pukul 22.00","","(0711) 377490","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus lengkap, murah.""","","",""
"https://www.google.com/maps/place/Tri+mart/data=!4m7!3m6!1s0x2e3b9f2ce5e4e889:0x52429fd4da0f467!8m2!3d-3.0053327!4d104.7279222!16s%2Fg%2F11rkp8bhcf!19sChIJiejk5SyfOy4RZ_SgTf0pJAU?authuser=0&hl=id&rclk=1","Tri mart","4,6","(17)","Minimarket","·","","XPVH+V57, Jl. Politeknik","","Buka","· Tutup pukul 00.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""belanja disini murah banget,mantaab""","","",""
"https://www.google.com/maps/place/Mini+Market+Merry+Palembang/data=!4m7!3m6!1s0x2e3b7313d336529b:0x400057040045740c!8m2!3d-2.8958001!4d104.714657!16s%2Fg%2F11ww72ybyq!19sChIJm1I20xNzOy4RDHRFAARXAEA?authuser=0&hl=id&rclk=1","Mini Market Merry Palembang","5,0","(4)","Toko Swalayan","·","","Sebrang MM Agung, Jl. AMD Blok C No.8 a & 8.b","·","Segera tutup","· 21.00 · Buka Sel pukul 09.00","","0878-2888-2031","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terbaik
Pelayanan ramah dan harga bersaing 🙏🥳""","","",""
"https://www.google.com/maps/place/MM+Citra+Sukabangun+2/data=!4m7!3m6!1s0x2e3b7415d58be057:0x166aca23f8eb5bf2!8m2!3d-2.9341336!4d104.7355853!16s%2Fg%2F11b6dfzcdz!19sChIJV-CL1RV0Oy4R8lvr-CPKahY?authuser=0&hl=id&rclk=1","MM Citra Sukabangun 2","4,4","(231)","Minimarket","·","","·","Jl. Sukabangun II No.1","Segera tutup","· 21.00 · Buka Sel pukul 07.30","·","(0711) 417714","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat lengkap murah semua ada kecuali biawak""","","",""
"https://www.google.com/maps/place/Primo+Supermarket+-+Palembang+Icon/data=!4m7!3m6!1s0x2e3b75e72be39b01:0x6607d32799a95724!8m2!3d-2.9792288!4d104.7454977!16s%2Fg%2F11b7q9jzyt!19sChIJAZvjK-d1Oy4RJFepmSfTB2Y?authuser=0&hl=id&rclk=1","Primo Supermarket - Palembang Icon","3,9","(218)","Pusat Perbelanjaan","·","","2PCW+93H, Jl. POM IX No.61","Buka","· Tutup pukul 22.00","·","","0811-730-477","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan Stafnya (B aja), harga standard supermarket pada umumnya.""","https://shop.hypermart.co.id/hypermart/select-store.php","","Rute"
"https://www.google.com/maps/place/Alfamart+Irigasi/data=!4m7!3m6!1s0x2e3b75b243a3dd59:0xb9165956499ec84f!8m2!3d-2.9606437!4d104.7187887!16s%2Fg%2F11b7q4ltm7!19sChIJWd2jQ7J1Oy4RT8ieSVZZFrk?authuser=0&hl=id&rclk=1","Alfamart Irigasi","4,5","(162)","Minimarket","·","","·","Jl. Irigasi Kel, RT.51/RW.15","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","","Pesan antar","","",""
"https://www.google.com/maps/place/Indomaret+Fresh+Jend+Sudirman+4/data=!4m7!3m6!1s0x2e3b75d1e51605a7:0x6dedc98e192f69a9!8m2!3d-2.9680811!4d104.7493452!16s%2Fg%2F11bbrn132w!19sChIJpwUW5dF1Oy4RqWkvGY7J7W0?authuser=0&hl=id&rclk=1","Indomaret Fresh Jend Sudirman 4","2,6","(90)","Minimarket","·","","·","Jl. Jend. Sudirman","Buka 24 jam","","·","0816-500-580","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Semua lengkap dsini sayur, buah dll.""","","",""
"https://www.google.com/maps/place/Mini+Market+Kharisma/data=!4m7!3m6!1s0x2e3b75b83525b43b:0xf60fd86324718820!8m2!3d-2.9681053!4d104.7258445!16s%2Fg%2F11b7hnh_jx!19sChIJO7QlNbh1Oy4RIIhxJGPYD_Y?authuser=0&hl=id&rclk=1","Mini Market Kharisma","4,0","(9)","Minimarket","·","","·","2PJG+Q85, Jl. Kapten A. Anwar Arsyad","Buka","· Tutup pukul 22.00","·","0821-7811-8558","","Rute","","","","",""
"https://www.google.com/maps/place/Alfamart+KH+Azhari+12+Ulu/data=!4m7!3m6!1s0x2e3b76195694113b:0xe25f57683274d5ef!8m2!3d-2.9904043!4d104.7697898!16s%2Fg%2F11b7r1550p!19sChIJOxGUVhl2Oy4R79V0MmhXX-I?authuser=0&hl=id&rclk=1","Alfamart KH Azhari 12 Ulu","4,3","(177)","Minimarket","·","","Jl. KH. Azhari No.40, RT.002","·","Buka","· Tutup pukul 23.00","","(021) 1500959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat belanja kebutuhan hari-hari yg cukup membantu""","","",""
"https://www.google.com/maps/place/Alfamart+DI+Panjaitan+2/data=!4m7!3m6!1s0x2e3b9d621201d7e7:0xf295c9a02b48b1df!8m2!3d-2.9944408!4d104.8047126!16s%2Fg%2F11b7hnc5nq!19sChIJ59cBEmKdOy4R37FIK6DJlfI?authuser=0&hl=id&rclk=1","Alfamart DI Panjaitan 2","4,2","(182)","Minimarket","·","","·","Jl. D.I. Panjaitan, RT.37/RW.3","Buka 24 jam","","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap utk kebutuhan harian""","","",""
"https://www.google.com/maps/place/Alfamart+Palembang+Square/data=!4m7!3m6!1s0x2e3b75dd58231f11:0xd1e488ac322a3f41!8m2!3d-2.9764947!4d104.7411768!16s%2Fg%2F11gdvj_7dw!19sChIJER8jWN11Oy4RQT8qMqyI5NE?authuser=0&hl=id&rclk=1","Alfamart Palembang Square","4,3","(85)","Toko bahan makanan","·","","·","Komplek Palembang Square Jl. Angkatan 45, Lorok Pakjo, Ilir Barat I","Buka","· Tutup pukul 22.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kecil tapi cukup lengkap walaupun tak selengkap alfamart biasanya.""","","",""
"https://www.google.com/maps/place/Diamond+Supermarket/data=!4m7!3m6!1s0x2e3b77743f8483f1:0x1b4ecd20e33bf5c1!8m2!3d-2.9748028!4d104.7673181!16s%2Fg%2F11rwllpwjp!19sChIJ8YOEP3R3Oy4RwfU74yDNThs?authuser=0&hl=id&rclk=1","Diamond Supermarket","4,7","(1.439)","Toko Swalayan","·","","·","Social Market, Jl. Veteran No.999","Buka","· Tutup pukul 22.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah, kualitas terbaik, lengkap dan parkir luas,
Nyaman banget...""","","",""
"https://www.google.com/maps/place/Mini+Market+Rezky/data=!4m7!3m6!1s0x2e3b7384fcf7bd77:0x9f2dcae86d086d55!8m2!3d-2.9108395!4d104.7138617!16s%2Fg%2F1hm2cvrfl!19sChIJd733_IRzOy4RVW0IbejKLZ8?authuser=0&hl=id&rclk=1","Mini Market Rezky","3,9","(170)","Minimarket","·","","·","Jl. Letjen Harun Sohar No.24A","Tutup","· Buka Sel pukul 07.00","·","0813-7388-6011","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap pelayanan ramah.""","","",""
"https://www.google.com/maps/place/Alfamart+Mayor+Salim+Batubara+2/data=!4m7!3m6!1s0x2e3b767bf662db29:0xb3bdeee05ad831c8!8m2!3d-2.961985!4d104.7589533!16s%2Fg%2F11g873x2zt!19sChIJKdti9nt2Oy4RyDHYWuDuvbM?authuser=0&hl=id&rclk=1","Alfamart Mayor Salim Batubara 2","4,4","(298)","Minimarket","·","","·","Jl. Mayor Salim Batubara No.808","Buka 24 jam","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap jual nugget juga buka  24 jam ATM BCA jga ada.""","","",""
"https://www.google.com/maps/place/Lisa+Mart/data=!4m7!3m6!1s0x2e3b74874f10a873:0xf781c7d79179a1a5!8m2!3d-2.9242267!4d104.7044333!16s%2Fg%2F11bzrpsn80!19sChIJc6gQT4d0Oy4RpaF5kdfHgfc?authuser=0&hl=id&rclk=1","Lisa Mart","4,3","(10)","Minimarket","·","","·","3PG3+8Q3, Jl. Jepang","Segera tutup","· 20.30 · Buka Sel pukul 08.00","·","0812-7181-2789","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat Mudah""","","",""
"https://www.google.com/maps/place/Farmers+market+Palembang/data=!4m7!3m6!1s0x2e3b778db878ae4f:0x2793d7bb892cbde!8m2!3d-2.9515696!4d104.760479!16s%2Fg%2F11ft0lz5tq!19sChIJT654uI13Oy4R3suSuHs9eQI?authuser=0&hl=id&rclk=1","Farmers market Palembang","4,6","(1.849)","Toko Swalayan","·","","·","Buka","· Tutup pukul 22.00","PTC Mall LG, Jl. R. Sukamto No.8a","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fresh lengkap variatif nyaman""","http://farmersmarket.co.id/","","Rute"
"https://www.google.com/maps/place/Indomaret+Srijaya+Negara+Palembang/data=!4m7!3m6!1s0x2e3b9e1cc0000073:0x24622a54db6b78f4!8m2!3d-2.9878689!4d104.732727!16s%2Fg%2F1q62fb0_t!19sChIJcwAAwByeOy4R9Hhr21QqYiQ?authuser=0&hl=id&rclk=1","Indomaret Srijaya Negara Palembang","3,7","(48)","Minimarket","·","","","·","Buka","· Tutup pukul 22.00","","0816-500-580","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lokasi strategis dekat kampus Unsri""","","",""
"https://www.google.com/maps/place/Alfamart+Ali+Gatmir/data=!4m7!3m6!1s0x2e3b7616d675bb9f:0xac3a86b41afbc976!8m2!3d-2.9831439!4d104.7701224!16s%2Fg%2F11fzhrczqr!19sChIJn7t11hZ2Oy4Rdsn7GrSGOqw?authuser=0&hl=id&rclk=1","Alfamart Ali Gatmir","4,3","(130)","Minimarket","·","","·","Jl. Ali Gatmir, RT.011/RW.002","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Delivery oke""","","",""
"https://www.google.com/maps/place/INDOMARET/data=!4m7!3m6!1s0x2e3b753b2445ffdb:0x3dc1f0c70ec3c765!8m2!3d-2.9660341!4d104.7176589!16s%2Fg%2F11h2c1qynx!19sChIJ2_9FJDt1Oy4RZcfDDsfwwT0?authuser=0&hl=id&rclk=1","INDOMARET","4,5","(258)","Minimarket","·","","·","Buka","· Tutup pukul 22.00","2PM9+H3M, Jl. Inspektur Marzuki","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk pelayanan sudah standard dan sama dengan","https://www.klikindomaret.com/","","Rute"
"https://www.google.com/maps/place/JM+Sukarami/data=!4m7!3m6!1s0x2e3b7469cdf29949:0xa1df0f67bc919e98!8m2!3d-2.9329253!4d104.717232!16s%2Fg%2F1pztslnmd!19sChIJSZnyzWl0Oy4RmJ6RvGcP36E?authuser=0&hl=id&rclk=1","JM Sukarami","4,5","(5.598)","Pusat Perbelanjaan","·","","Jl. Kolonel H. Barlian No.Km. 9","","Segera tutup","· 21.00 · Buka Sel pukul 10.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Produk2 lumayan lengkap, beberapa item itu lbh murah dibanding mart lain.""","","",""
"https://www.google.com/maps/place/Toko+Dira+2/data=!4m7!3m6!1s0x5451010b01f1945:0x3791f32372f488e7!8m2!3d-2.9228276!4d104.7790789!16s%2Fg%2F11b7gsnm7b!19sChIJRRkfsBAQRQUR54j0ciPzkTc?authuser=0&hl=id&rclk=1","Toko Dira 2","4,7","(189)","Toko bahan makanan","·","","·","3QGH+VJ8, Jl. Kopral Anwar","Segera tutup","· 21.00 · Buka Sel pukul 09.00","·","(0711) 817929","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah dan banyak pilihan""","","",""
"https://www.google.com/maps/place/Mugunghwa+korean+Mart+%26+resto+Palembang/data=!4m7!3m6!1s0x2e3b77889394081b:0x4ed5e044084e0bf0!8m2!3d-2.9499647!4d104.7621429!16s%2Fg%2F11t5njwxmw!19sChIJGwiUk4h3Oy4R8AtOCETg1U4?authuser=0&hl=id&rclk=1","Mugunghwa korean Mart & resto Palembang","4,7","(60)","Minimarket","·","","PTC Mall, Kompleks, Blok G 48","Segera tutup","· 21.00 · Buka Sel pukul 09.00","·","","0821-1774-2585","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harganya juga standar gak mahal gak murah .""","https://instagram.com/mugunghwa_plg","","Rute"
"https://www.google.com/maps/place/Alfamart+Raya+Parameswara/data=!4m7!3m6!1s0x2e3b758e22e4a627:0x91f89310314c4ca3!8m2!3d-2.9870737!4d104.721051!16s%2Fg%2F11cr_h3p_l!19sChIJJ6bkIo51Oy4Ro0xMMRCT-JE?authuser=0&hl=id&rclk=1","Alfamart Raya Parameswara","4,3","(178)","Minimarket","·","","·","Jl. Parameswara, RT.04/RW.01","Buka 24 jam","","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wc nya bagus saya bab sambil main catur di dinding""","","",""
"https://www.google.com/maps/place/MM.+Raissyah/data=!4m7!3m6!1s0x545055671990f7f:0x859c2fc469c5d92e!8m2!3d-2.9391691!4d104.7462169!16s%2Fg%2F11b7gq0qdf!19sChIJfw-ZcVYFRQURLtnFacQvnIU?authuser=0&hl=id&rclk=1","MM. Raissyah","4,4","(151)","Minimarket","·","","·","Jl. Mayor Zurbi Bustan No.4132 A","Tutup","· Buka Sel pukul 08.30","·","(0711) 418295","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tokonya cukup lengkap, dan harganya juga relatif murah.""","","",""
"https://www.google.com/maps/place/Indomaret+Anwar+Arsyad/data=!4m7!3m6!1s0x2e3b75b9dfd9d70b:0xa43163d3e644b17!8m2!3d-2.9670794!4d104.7245347!16s%2Fg%2F11b7jz4c8h!19sChIJC9fZ37l1Oy4RF0tkPj0WQwo?authuser=0&hl=id&rclk=1","Indomaret Anwar Arsyad","4,4","(210)","Minimarket","·","","·","Buka","· Tutup pukul 00.00","2PMF+5R7, Jl. Kapten A. Anwar Arsyad","·","(0711) 5336461","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap ada atm bca""","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/INDOMARET+FRESH+KEMANG+MANIS/data=!4m7!3m6!1s0x2e3b75f0e4500549:0x135f4339f2dd9b6d!8m2!3d-2.9896056!4d104.7380874!16s%2Fg%2F11bzrk9qwt!19sChIJSQVQ5PB1Oy4RbZvd8jlDXxM?authuser=0&hl=id&rclk=1","INDOMARET FRESH KEMANG MANIS","3,4","(44)","Minimarket","·","","·","Buka 24 jam","","Jl. Jaksa Agung R. Soeprapto No.40","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sayur & buah segar juga banyak tersedia.""","https://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Wijaya+Kost/data=!4m7!3m6!1s0x2e3b75ba8e3eddf5:0xecce32513510553b!8m2!3d-2.9849902!4d104.7487914!16s%2Fg%2F11fhr06x60!19sChIJ9d0-jrp1Oy4RO1UQNVEyzuw?authuser=0&hl=id&rclk=1","Wijaya Kost","4,6","(36)","Minimarket","·","","·","Jl. Cemp. Dalam No.1100, RT.19/RW.06","Buka","· Tutup pukul 22.00","·","0821-8672-7774","","Rute","","Belanja di toko","","",""
"https://www.google.com/maps/place/Alfamart+Sukorejo/data=!4m7!3m6!1s0x2e3b77c182c40163:0x9ea08882a73a4f9c!8m2!3d-2.9363998!4d104.7649143!16s%2Fg%2F11h_ytctln!19sChIJYwHEgsF3Oy4RnE86p4KIoJ4?authuser=0&hl=id&rclk=1","Alfamart Sukorejo","4,3","(67)","Minimarket","·","","·","Jl. Sukorejo No.6A","Buka","· Tutup pukul 22.00","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sama dengan Alfa yang lain.. Banyak diskon""","","",""
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e3b7690afc675ff:0x17147bad5259670e!8m2!3d-2.94288!4d104.7644811!16s%2Fg%2F11dxr32fmj!19sChIJ_3XGr5B2Oy4RDmdZUq17FBc?authuser=0&hl=id&rclk=1","Alfamart","4,5","(66)","Minimarket","·","","·","Jl. Sirna Raga Kel No.35, RT.16/RW.3","Buka","· Tutup pukul 22.00","·","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik & ramah""","","",""
