"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","UsdlK","W4Efsd 7"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Agrimart+1+IPB/data=!4m7!3m6!1s0x2e69c4ae5682de9d:0x6d949b8135602981!8m2!3d-6.5561904!4d106.731931!16s%2Fg%2F11c2q48jy4!19sChIJnd6CVq7EaS4RgSlgNYGblG0?authuser=0&hl=id&rclk=1","Agrimart 1 IPB","4,5","(135)","Toko","·","","·","CPVJ+GQF","Tutup","· Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDgIoFkOuRrtP8Dn5p3JbUgexsNYPK9HQltlXOOUjBC6HxbqqJ4Q2xVlXpriGTEcCTUIJgp_Z9Qv3owGtkcu1x1_NQIXmo1ytn7DezOAr328Di6PHZ_bIQDhP_9tfHkdiOfft2tw=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang sangat beragam disini dan harga2nya juga standar.""","",""
"https://www.google.com/maps/place/Alfamart+IPB+Dramaga+3+Bogor/data=!4m7!3m6!1s0x2e69c4baad304611:0x13e26c1b12ab1e65!8m2!3d-6.5585773!4d106.7359053!16s%2Fg%2F11g6910wcp!19sChIJEUYwrbrEaS4RZR6rEhts4hM?authuser=0&hl=id&rclk=1","Alfamart IPB Dramaga 3 Bogor","4,2","(106)","Minimarket","·","","Jl. Babakan Lio Lebak, RT.02/RW.06","·","Buka","· Tutup pukul 23.00","https://lh5.googleusercontent.com/ewkb_j7Zs9fFX0I9KjF0MkSBPqccYcWXt0x7ge2Mdy-V6T1oH8OFKZUCqi2E6BY=w163-h92-k-no","","Pesan antar","1 500 959",""
"https://www.google.com/maps/place/Daily+Us+Bara/data=!4m7!3m6!1s0x2e69c4b1c7ae7565:0x4103702aca2bac90!8m2!3d-6.5597118!4d106.7314398!16s%2Fg%2F11bxd8bpsv!19sChIJZXWux7HEaS4RkKwryipwA0E?authuser=0&hl=id&rclk=1","Daily Us Bara","4,3","(500)","Toko","·","","·","No Jl. Babakan Raya No.108","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF7CuH3Y6VyVl4He0bf5C58kqD_vQHAuGhdzGqo4mTWD9FsK_mmQkanO3v98WIcCamH2wgap8xjf1dqrsI9INcyS9wI5cSXjHmZKdTU3IGbKMPax9a98PxAKzJ5CwK8CFcGIFg1Gg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya lebih murah dri Agrimart 1 dan lebih lengkap jugaa""","",""
"https://www.google.com/maps/place/Alfamart+IPB+Darmaga+2/data=!4m7!3m6!1s0x2e69c4b01c815e19:0x7b0f236f53bd78dd!8m2!3d-6.5587254!4d106.7345125!16s%2Fg%2F11clwpdbsl!19sChIJGV6BHLDEaS4R3Xi9U28jD3s?authuser=0&hl=id&rclk=1","Alfamart IPB Darmaga 2","4,3","(104)","Minimarket","·","","No.101-, Jl. Babakan Tengah No.111","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFqJZ2S0yI3wY7xzul_lb1cGszRU_ufVLXR6eAu1OgkL0LwVD3cSS4AXEp5SoLSYRUgyYAu9u5kqmqF3GCm4bdM_iCj0eqsCrhDy9C2PRGhQ0ztZMwtT2hhP2TJqAdisSbiMI=w163-h92-k-no","","Pesan antar","",""
"https://www.google.com/maps/place/Alfamidi+IPB/data=!4m7!3m6!1s0x2e69c4b1cf104583:0x8985856f4fb7f52a!8m2!3d-6.559405!4d106.7317858!16s%2Fg%2F11clyt2c0s!19sChIJg0UQz7HEaS4RKvW3T2-FhYk?authuser=0&hl=id&rclk=1","Alfamidi IPB","3,9","(160)","Minimarket","·","","·","Jl. Babakan Raya No.62","Buka 24 jam","","https://lh4.googleusercontent.com/tA5xTyQEFCqze7Ac93iJurlFbQovll0WTryLQi36vnc7dKR-OPia608_Bk50F5iJ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Convenience","",""
"https://www.google.com/maps/place/Prima+Mart+Etc+Ipb/data=!4m7!3m6!1s0x2e69c582418a1dcb:0xe25bc867e3b69fcd!8m2!3d-6.5887226!4d106.8061379!16s%2Fg%2F11vf178j2y!19sChIJyx2KQYLFaS4RzZ-242fIW-I?authuser=0&hl=id&rclk=1","Prima Mart Etc Ipb","3,0","(24)","Minimarket","·","","Jl. Lodaya II No.18, RT.02/RW.02","","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHp63LqGzkYIe75Omc6w038I6c2H47dJJf3BIGOhOWok9ZhwD01nWRj6Cw9b5MmdgcttkE-x0F5NFc8zxI723gL1lwBdK-I1rPjJfVSjYxMpk3QhY9jbTgpeq8eOpZ572-zuFLAvVMXkscy=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada Sandwitch & Odeng juga nih.mantab""","",""
"https://www.google.com/maps/place/Alfamart+Dramaga+Cantik/data=!4m7!3m6!1s0x2e69c5fc65b02865:0x7f4e3b8c90aa710e!8m2!3d-6.5689522!4d106.7382551!16s%2Fg%2F1hm5854r_!19sChIJZSiwZfzFaS4RDnGqkIw7Tn8?authuser=0&hl=id&rclk=1","Alfamart Dramaga Cantik","4,1","(118)","Minimarket","·","","Jl. Raya Dramaga - Bogor, RT.02/RW.01","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEb3wAV-sk0y1JKpllc7nc0w7JLuI9fJAd-7C_lpq_PJ33JUrGwGWzhrSlw-mx8FHXax4W-dpGuzgq2wlJWh9Si9O9dAMzTAipQ1R2rso3bMzoImM1OnL_y0wej8SLxa7QO3w=w153-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""satu-satunya alfamart yang tidak bisa transaksi debit, qris, dan e-money.""","1 500 959",""
"https://www.google.com/maps/place/Lawson+IPB/data=!4m7!3m6!1s0x2e69c53fae95d5cd:0x6138189521e6561c!8m2!3d-6.5603476!4d106.7318106!16s%2Fg%2F11jt8r8d79!19sChIJzdWVrj_FaS4RHFbmIZUYOGE?authuser=0&hl=id&rclk=1","Lawson IPB","3,3","(47)","Minimarket","·","","Jl. Babakan Tengah No.1","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3I-pHTVKoFhAU7fJd0JVe4bAmYWzYFsKk6aqQ4zioh6Seap87GMpYj_arGouBymRVZ50IoQyqyH9Kh1awqXb8A-gPMTND6Y7jbl3EDEwIrOnBsbDshMQS54cOVHRG_f7z3esg_Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masnya yg tinggi aga sipit baik & ramah bgt.""","",""
"https://www.google.com/maps/place/IPB+Shop+Official/data=!4m7!3m6!1s0x2e69c5e6337aaf29:0x6f567a8acc8ee7d4!8m2!3d-6.559435!4d106.7313622!16s%2Fg%2F11l6hqrb71!19sChIJKa96M-bFaS4R1OeOzIp6Vm8?authuser=0&hl=id&rclk=1","IPB Shop Official","5,0","(5)","Pasar","·","","Jl. Lkr. Dramaga","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5G7UQZ91xY9eLAyCoGkshlN7XBy4rTkBqRlw1_IFGdMD065wk7oh-oIZEFJKWz7KpsL7RlIn7zK2eeFn5dC69UroPxwgrpiMLTafmRYKCdYF40KradpKBKO8GgLp0Zrp3NHRa2XdOs-Bx=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wah udh ada e-commerce nya 🥳🥳""","0856-9191-9195",""
"https://www.google.com/maps/place/Daily+Us+Astra/data=!4m7!3m6!1s0x2e69c52fbcb4042b:0xeb3f6c06fff21631!8m2!3d-6.5536456!4d106.7277097!16s%2Fg%2F11s7y4y88j!19sChIJKwS0vC_FaS4RMRby_wZsP-s?authuser=0&hl=id&rclk=1","Daily Us Astra","5,0","(9)","Toko bahan makanan","","","","","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAElJR-iv2dMmvIxoow2ZOhFRle70QoXmirYoxGi_fPTypilFBKPtes_M55MJnCbS-8ENUiZpEmw5OgQbRZO_VJaPjhuo42Ir3AgO_f2XJK9UUVV2kP58jYkMij5rR7MJqRLt6U=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""recommended banget banyak pilihan,tokonya bersih dan nyaman sekaliiii...""","",""
"https://www.google.com/maps/place/Alfamart+Bara/data=!4m7!3m6!1s0x2e69c4b101159645:0xe0794f1cca03794a!8m2!3d-6.5613575!4d106.7320386!16s%2Fg%2F11hbtzhc0_!19sChIJRZYVAbHEaS4RSnkDyhxPeeA?authuser=0&hl=id&rclk=1","Alfamart Bara","4,2","(148)","Minimarket","·","","·","Jl. Babakan Raya No.3","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE92yGJl1CQmQNUqEerMqJDsKp7RdVPOp0f-7tTNUZ1YDE4e3uRz5FMkBpO6Vsqes4mOaHaoILNupKWSLn0J3jB9q08CjYX8AhoN-fYEUQZeIiKBRQld3fyiYMYgcyb3Qzpn9Zr=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cukup baik dan di depannya terdapat tenant Alfamart.""","",""
"https://www.google.com/maps/place/Alfamart+Dramaga/data=!4m7!3m6!1s0x2e69c4c778b26d83:0xfec765eb237fbefb!8m2!3d-6.5728819!4d106.7438453!16s%2Fg%2F11c51t6dj2!19sChIJg22yeMfEaS4R-75_I-tlx_4?authuser=0&hl=id&rclk=1","Alfamart Dramaga","4,1","(75)","Minimarket","·","","·","Jl, Gg. H. Burhan Barat Jl. Marga Jaya No.1, Rt.02/03, RT.03/RW.03","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFatl-OPFs62JRm0vWzKxBBVu0NOjHzcDZzArJ0RbeKfKu7z5Nt6-vNtBr8cKY_joGEoQe48b5UPwgqiJuO7J2eJGvj3HnFZU8rMmXQlQmTCPWXRgI1ghsFPq3yHkBIHO7pBWQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan meskipun kurang komplit""","(021) 1500959","·"
"https://www.google.com/maps/place/TOSERBA+YOGYA/data=!4m7!3m6!1s0x2e69c53fe3006377:0xc288854fdd05ceec!8m2!3d-6.5724792!4d106.7428735!16s%2Fg%2F11jndvk35d!19sChIJd2MA4z_FaS4R7M4F3U-FiMI?authuser=0&hl=id&rclk=1","TOSERBA YOGYA","4,7","(387)","Toko Swalayan","·","","·","Jl. Raya Dramaga No.KM. 7, RT.03/RW.02","Segera tutup","· 21.00 · Buka Sel pukul 08.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHojuUyBdA4_XeR90PXTNJatWLJDGmHgYnWxqmuEdojzLndzYQ1DXnUlLVXx4u6zGY1rbd3A--edzOh3et8muIPUxJRvisl3Drky01Z2HCt0XF5ZG0ANpSjfXHbZkrtotMv_DNQ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah dan lengkap""","(0251) 8625556","·"
"https://www.google.com/maps/place/Botani+Mart+IPB/data=!4m7!3m6!1s0x2e69c54a9982a89f:0xcdaa3ccfc271f01d!8m2!3d-6.5647308!4d106.7350418!16s%2Fg%2F11c5_1pq_c!19sChIJn6iCmUrFaS4RHfBxws88qs0?authuser=0&hl=id&rclk=1","Botani Mart IPB","4,6","(1.055)","Pusat Perbelanjaan","·","","CPPJ+VX8, Jl. Raya Dramaga","·","Tutup","· Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTqIKgugItKtK3TEIdCnQ5K16WIQDyjk-EXJMcGEQNB-VTySX1QTBr55jjjqCCDLmvtWy-4KzNlzx6ekWp4oYuwCxPoesmj-s8l7azp-0LfjLKjwSObu2o6HXry3CcgXnY3VmW=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Beli bibit tanaman buah, harga murah, jenis nya jelas banyak pilihan""","0811-1063-1132",""
"https://www.google.com/maps/place/Kopma+Mart+IPB/data=!4m7!3m6!1s0x2e69c56107c5e107:0x79d80c9991d69d48!8m2!3d-6.5538447!4d106.7273685!16s%2Fg%2F11h64s5gw8!19sChIJB-HFB2HFaS4RSJ3WkZkM2Hk?authuser=0&hl=id&rclk=1","Kopma Mart IPB","","","Minimarket","·","","Asrama Putra PPKU IPB, Kompleks, Jl. Pinus","·","Tutup","· Buka Sel pukul 08.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y8X2tuaH8D9T37FTW9PuAQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=131.43385&pitch=0&thumbfov=100","","","0895-0579-1685",""
"https://www.google.com/maps/place/IPB+Merchandise+Store+%7C+Official+Merchandise+%26+Attribute+of+IPB+University+%7C+Custome+Sovenir/data=!4m7!3m6!1s0x2e69c5e1ad374e75:0x251c15c93c26176b!8m2!3d-6.5598356!4d106.7313661!16s%2Fg%2F11j4n_1ygv!19sChIJdU43reHFaS4RaxcmPMkVHCU?authuser=0&hl=id&rclk=1","IPB Merchandise Store | Official Merchandise & Attribute of IPB University | Custome Sovenir","4,7","(28)","Toko Pakaian","","","·","","Segera tutup","· 21.00 · Buka Sel pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOKdkv1lGrwct0TqhghdFQvrMuFMd470G0UxPiRelM9GMtFl754DZEIM8o6_vyU3kP0GMrngOedLE9O-KmjZo7sqyJsVAPq1xzCLlXDj8E6vqBzr0DSl7vqLmEruIcVgLSE3Q=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Produknya lengkap banget dari souvenir yg 5 rban sampai juataan wkwk.""","0813-8848-9123",""
"https://www.google.com/maps/place/INDOMARET+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c5031fabcacd:0xa5f227d5ad5aa3ec!8m2!3d-6.562881!4d106.7328218!16s%2Fg%2F11s2y0l_yw!19sChIJzcqrHwPFaS4R7KNardUn8qU?authuser=0&hl=id&rclk=1","INDOMARET IPB Dramaga","2,8","(8)","Minimarket","·","","Jl. Babakan Raya No.40, RT.4/RW.1","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESbBNq_pM11bmT59-vfmIws7d1yW59_0rjxGMGMX23wpW2Tz3O-yYfBeQfDnjhBlEqT4kIvGCkHgPkorm92o90HqoGOVB8ctRb67CV0vbWLSyKRgvFQZLDMkm-6JZs3DM17B6v=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","",""
"https://www.google.com/maps/place/DAN%2BDAN+IPB+Dramaga/data=!4m7!3m6!1s0x2e69c59898dde26f:0xaa18174567fac821!8m2!3d-6.5593415!4d106.7316144!16s%2Fg%2F11hdqjvwl4!19sChIJb-LdmJjFaS4RIcj6Z0UXGKo?authuser=0&hl=id&rclk=1","DAN+DAN IPB Dramaga","4,5","(159)","Toko Kosmetik","·","","Jl. Babakan Raya No.138, RT.04/RW.07","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQzhQRLS3Ky-EvhOYyrCA2YVMFS-v7x_INYATHQsPFqxA5PSiMVfY_j2fMt3Tz-2KB6v49InRFKSMOlh9ds4J0qLsuL366mgOnHiWhdqN-3pZBQ2nXrxjRWmdab_1ZryZN1Mzi=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan yg baik dan ramah, produk lengkap, bersih dan nyaman.""","0812-1921-7327",""
"https://www.google.com/maps/place/Prima+Mart+Dramaga/data=!4m7!3m6!1s0x2e69c4c6dfe86f29:0xfe86ddd60a529595!8m2!3d-6.5709428!4d106.7395937!16s%2Fg%2F11f3jy10d6!19sChIJKW_o38bEaS4RlZVSCtbdhv4?authuser=0&hl=id&rclk=1","Prima Mart Dramaga","4,5","(25)","Toko makanan beku","·","","·","Jl. Raya Dramaga - Bogor Jl. Caringin Mukti No.Kampung, RT.019/RW.06","Segera tutup","· 21.00 · Buka Sel pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEegrS_0bWfgo6q1UDfUALK7_amV_rOSoWnaTM8tLNWAyS0zQ0fcrf3tGjBwpJbgdg9ULqSTnUGYEvf75zwRz9lNImz7sL0uf6YOyopBskCxv-9VuQN5-tYwhHUz9NWX5hYn4ju=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sudah di  update apa belum harga barang tersebut.""","0817-6021-317","·"
